AIS,Ano,Data,Hora,Dia da Semana,Gênero da Vítima,Idade da Vítima,Escolaridade da Vítima,Raça da Vítima
AIS 01,2021,10/03/2021,14,Quarta,Feminino,52,Ensino Médio Completo,Não Informada
AIS 17,2021,10/03/2021,14,Quarta,Feminino,52,Não Alfabetizado,Não Informada
AIS 01,2021,10/03/2021,14,Quarta,Feminino,25,Superior Completo,Não Informada
AIS 20,2021,10/03/2021,15,Quarta,Feminino,26,Ensino Médio Completo,Não Informada
AIS 20,2021,10/03/2021,15,Quarta,Feminino,31,Ensino Fundamental Completo,Parda
AIS 17,2021,10/03/2021,16,Quarta,Feminino,40,Não Informada,Não Informada
AIS 08,2021,10/03/2021,16,Quarta,Feminino,37,Ensino Fundamental Incompleto,Não Informada
AIS 05,2021,10/03/2021,17,Quarta,Feminino,34,Superior Completo,Não Informada
AIS 25,2021,10/03/2021,18,Quarta,Feminino,41,Ensino Médio Completo,Não Informada
AIS 06,2021,10/03/2021,18,Quarta,Feminino,64,Ensino Fundamental Completo,Não Informada
AIS 16,2021,10/03/2021,18,Quarta,Feminino,6,Ensino Fundamental Incompleto,Não Informada
AIS 04,2021,10/03/2021,18,Quarta,Feminino,38,Ensino Médio Completo,Não Informada
AIS 12,2021,10/03/2021,18,Quarta,Feminino,42,Ensino Fundamental Completo,Não Informada
AIS 18,2021,10/03/2021,18,Quarta,Feminino,25,Superior Incompleto,Branca
AIS 18,2021,10/03/2021,19,Quarta,Feminino,64,Ensino Fundamental Incompleto,Parda
AIS 18,2021,10/03/2021,19,Quarta,Feminino,34,Superior Incompleto,Parda
AIS 05,2021,10/03/2021,19,Quarta,Feminino,36,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,10/03/2021,19,Quarta,Feminino,35,Ensino Fundamental Incompleto,Não Informada
AIS 18,2021,10/03/2021,19,Quarta,Feminino,19,Alfabetizado,Parda
AIS 07,2021,10/03/2021,20,Quarta,Feminino,37,Alfabetizado,Não Informada
AIS 25,2021,10/03/2021,20,Quarta,Feminino,33,Ensino Fundamental Completo,Não Informada
AIS 07,2021,10/03/2021,20,Quarta,Feminino,36,Superior Completo,Não Informada
AIS 11,2021,10/03/2021,21,Quarta,Feminino,33,Ensino Fundamental Completo,Parda
AIS 17,2021,10/03/2021,22,Quarta,Feminino,30,Ensino Fundamental Completo,Não Informada
AIS 19,2021,10/03/2021,23,Quarta,Feminino,29,Ensino Médio Completo,Parda
AIS 20,2021,10/03/2021,23,Quarta,Feminino,53,Ensino Fundamental Incompleto,Não Informada
AIS 04,2021,10/03/2021,23,Quarta,Feminino,23,Não Informada,Não Informada
AIS 15,2021,11/03/2021,0,Quinta,Feminino,28,Ensino Médio Completo,Parda
AIS 06,2021,11/03/2021,2,Quinta,Feminino,32,Alfabetizado,Não Informada
AIS 05,2021,11/03/2021,2,Quinta,Feminino,46,Ensino Fundamental Incompleto,Não Informada
AIS 05,2021,11/03/2021,2,Quinta,Feminino,46,Ensino Fundamental Incompleto,Não Informada
AIS 11,2021,11/03/2021,2,Quinta,Feminino,21,Alfabetizado,Não Informada
AIS 11,2021,11/03/2021,3,Quinta,Feminino,32,Ensino Médio Incompleto,Não Informada
AIS 24,2021,11/03/2021,5,Quinta,Feminino,60,Alfabetizado,Não Informada
AIS 02,2021,11/03/2021,8,Quinta,Feminino,37,Alfabetizado,Não Informada
AIS 01,2021,11/03/2021,8,Quinta,Feminino,60,Ensino Fundamental Incompleto,Não Informada
AIS 24,2021,11/03/2021,8,Quinta,Feminino,25,Alfabetizado,Não Informada
AIS 13,2021,11/03/2021,9,Quinta,Feminino,31,Ensino Médio Completo,Não Informada
AIS 02,2021,11/03/2021,9,Quinta,Feminino,48,Alfabetizado,Não Informada
AIS 01,2021,11/03/2021,10,Quinta,Feminino,28,Superior Incompleto,Não Informada
AIS 11,2021,11/03/2021,11,Quinta,Feminino,41,Ensino Fundamental Completo,Não Informada
AIS 09,2021,11/03/2021,13,Quinta,Feminino,24,Ensino Fundamental Completo,Parda
AIS 13,2021,11/03/2021,13,Quinta,Feminino,35,Superior Incompleto,Branca
AIS 05,2021,11/03/2021,15,Quinta,Feminino,32,Ensino Médio Completo,Não Informada
AIS 12,2021,11/03/2021,15,Quinta,Feminino,Não Informada,Não Informada,Não Informada
AIS 09,2021,11/03/2021,16,Quinta,Feminino,27,Alfabetizado,Não Informada
AIS 17,2021,11/03/2021,16,Quinta,Feminino,53,Alfabetizado,Não Informada
AIS 19,2021,11/03/2021,17,Quinta,Feminino,15,Ensino Fundamental Completo,Não Informada
AIS 11,2021,11/03/2021,17,Quinta,Feminino,49,Superior Completo,Não Informada
AIS 15,2021,11/03/2021,17,Quinta,Feminino,22,Ensino Médio Incompleto,Parda
AIS 09,2021,11/03/2021,18,Quinta,Feminino,29,Ensino Médio Completo,Não Informada
AIS 17,2021,11/03/2021,18,Quinta,Feminino,23,Não Alfabetizado,Não Informada
AIS 21,2021,11/03/2021,18,Quinta,Feminino,36,Alfabetizado,Não Informada
AIS 17,2021,11/03/2021,18,Quinta,Feminino,23,Ensino Médio Incompleto,Não Informada
AIS 19,2021,11/03/2021,18,Quinta,Feminino,13,Alfabetizado,Não Informada
AIS 20,2021,11/03/2021,19,Quinta,Feminino,32,Ensino Fundamental Completo,Não Informada
AIS 14,2021,11/03/2021,19,Quinta,Feminino,38,Ensino Fundamental Incompleto,Não Informada
AIS 02,2021,11/03/2021,19,Quinta,Feminino,42,Superior Incompleto,Não Informada
AIS 14,2021,11/03/2021,19,Quinta,Feminino,41,Alfabetizado,Parda
AIS 06,2021,11/03/2021,20,Quinta,Feminino,20,Ensino Fundamental Completo,Não Informada
AIS 05,2021,11/03/2021,20,Quinta,Feminino,36,Ensino Médio Incompleto,Não Informada
AIS 14,2021,11/03/2021,20,Quinta,Feminino,60,Ensino Fundamental Incompleto,Não Informada
AIS 18,2021,11/03/2021,20,Quinta,Feminino,36,Ensino Médio Incompleto,Não Informada
AIS 19,2021,11/03/2021,23,Quinta,Feminino,26,Ensino Fundamental Completo,Parda
AIS 21,2021,12/03/2021,0,Sexta,Feminino,35,Alfabetizado,Não Informada
AIS 16,2021,12/03/2021,0,Sexta,Feminino,45,Ensino Médio Completo,Não Informada
AIS 18,2021,12/03/2021,1,Sexta,Feminino,32,Ensino Médio Completo,Parda
AIS 11,2021,12/03/2021,7,Sexta,Feminino,32,Alfabetizado,Parda
AIS 19,2021,12/03/2021,7,Sexta,Feminino,32,Alfabetizado,Parda
AIS 18,2021,12/03/2021,7,Sexta,Feminino,39,Alfabetizado,Não Informada
AIS 05,2021,12/03/2021,8,Sexta,Feminino,Não Informada,Ensino Médio Completo,Branca
AIS 24,2021,12/03/2021,9,Sexta,Feminino,55,Alfabetizado,Não Informada
AIS 02,2021,12/03/2021,9,Sexta,Feminino,28,Ensino Médio Incompleto,Não Informada
AIS 20,2021,12/03/2021,9,Sexta,Feminino,37,Alfabetizado,Não Informada
AIS 09,2021,12/03/2021,9,Sexta,Feminino,50,Ensino Médio Completo,Não Informada
AIS 19,2021,12/03/2021,10,Sexta,Feminino,11,Alfabetizado,Não Informada
AIS 19,2021,12/03/2021,10,Sexta,Feminino,8,Alfabetizado,Parda
AIS 19,2021,12/03/2021,10,Sexta,Feminino,59,Não Alfabetizado,Parda
AIS 24,2021,12/03/2021,10,Sexta,Feminino,23,Não Informada,Não Informada
AIS 20,2021,12/03/2021,10,Sexta,Feminino,27,Ensino Médio Completo,Não Informada
AIS 05,2021,12/03/2021,10,Sexta,Feminino,23,Ensino Médio Completo,Não Informada
AIS 20,2021,12/03/2021,11,Sexta,Feminino,22,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,12/03/2021,12,Sexta,Feminino,19,Ensino Médio Completo,Não Informada
AIS 05,2021,12/03/2021,13,Sexta,Feminino,46,Ensino Fundamental Completo,Não Informada
AIS 07,2021,12/03/2021,14,Sexta,Feminino,42,Superior Incompleto,Não Informada
AIS 14,2021,12/03/2021,14,Sexta,Feminino,49,Ensino Fundamental Incompleto,Não Informada
AIS 18,2021,12/03/2021,15,Sexta,Feminino,70,Alfabetizado,Branca
AIS 14,2021,12/03/2021,16,Sexta,Feminino,62,Ensino Fundamental Incompleto,Não Informada
AIS 09,2021,12/03/2021,17,Sexta,Feminino,28,Alfabetizado,Não Informada
AIS 03,2021,12/03/2021,17,Sexta,Feminino,28,Não Informada,Não Informada
AIS 21,2021,12/03/2021,17,Sexta,Feminino,26,Ensino Fundamental Completo,Não Informada
AIS 09,2021,12/03/2021,18,Sexta,Feminino,28,Alfabetizado,Não Informada
AIS 19,2021,12/03/2021,19,Sexta,Feminino,48,Ensino Fundamental Completo,Não Informada
AIS 18,2021,12/03/2021,19,Sexta,Feminino,29,Alfabetizado,Branca
AIS 19,2021,12/03/2021,19,Sexta,Feminino,41,Ensino Fundamental Completo,Não Informada
AIS 17,2021,12/03/2021,20,Sexta,Feminino,46,Não Alfabetizado,Não Informada
AIS 12,2021,12/03/2021,20,Sexta,Feminino,47,Alfabetizado,Não Informada
AIS 03,2021,12/03/2021,20,Sexta,Feminino,44,Ensino Fundamental Completo,Não Informada
AIS 19,2021,12/03/2021,20,Sexta,Feminino,44,Não Informada,Parda
AIS 20,2021,12/03/2021,21,Sexta,Feminino,40,Alfabetizado,Não Informada
AIS 13,2021,12/03/2021,22,Sexta,Feminino,35,Ensino Fundamental Incompleto,Não Informada
AIS 12,2021,12/03/2021,22,Sexta,Feminino,34,Ensino Médio Completo,Não Informada
AIS 01,2021,13/03/2021,2,Sábado,Feminino,21,Ensino Médio Incompleto,Não Informada
AIS 19,2021,13/03/2021,2,Sábado,Feminino,32,Ensino Médio Completo,Parda
AIS Não Identificada (Fortaleza),2021,13/03/2021,2,Sábado,Feminino,25,Superior Incompleto,Não Informada
AIS 19,2021,13/03/2021,2,Sábado,Feminino,35,Ensino Fundamental Incompleto,Não Informada
AIS 11,2021,13/03/2021,3,Sábado,Feminino,48,Ensino Médio Completo,Não Informada
AIS 16,2021,13/03/2021,4,Sábado,Feminino,22,Ensino Fundamental Incompleto,Não Informada
AIS 21,2021,13/03/2021,4,Sábado,Feminino,22,Ensino Fundamental Completo,Não Informada
AIS 04,2021,13/03/2021,6,Sábado,Feminino,34,Ensino Fundamental Completo,Não Informada
AIS 13,2021,13/03/2021,7,Sábado,Feminino,34,Superior Incompleto,Não Informada
AIS 19,2021,13/03/2021,8,Sábado,Feminino,67,Alfabetizado,Não Informada
AIS 14,2021,13/03/2021,8,Sábado,Feminino,41,Alfabetizado,Parda
AIS 18,2021,13/03/2021,8,Sábado,Feminino,21,Ensino Médio Incompleto,Não Informada
AIS 12,2021,13/03/2021,9,Sábado,Feminino,23,Não Alfabetizado,Não Informada
AIS 04,2021,13/03/2021,10,Sábado,Feminino,32,Ensino Médio Completo,Não Informada
AIS 08,2021,13/03/2021,10,Sábado,Feminino,45,Ensino Fundamental Completo,Não Informada
AIS 19,2021,13/03/2021,10,Sábado,Feminino,64,Não Alfabetizado,Não Informada
AIS 17,2021,13/03/2021,10,Sábado,Feminino,58,Não Alfabetizado,Não Informada
AIS 14,2021,13/03/2021,10,Sábado,Feminino,29,Alfabetizado,Não Informada
AIS 09,2021,13/03/2021,11,Sábado,Feminino,56,Alfabetizado,Não Informada
AIS 21,2021,13/03/2021,12,Sábado,Feminino,30,Ensino Médio Completo,Parda
AIS 25,2021,13/03/2021,12,Sábado,Feminino,32,Ensino Médio Incompleto,Não Informada
AIS 24,2021,13/03/2021,13,Sábado,Feminino,37,Ensino Fundamental Incompleto,Não Informada
AIS 10,2021,13/03/2021,13,Sábado,Feminino,25,Superior Incompleto,Não Informada
AIS 15,2021,13/03/2021,13,Sábado,Feminino,26,Alfabetizado,Parda
AIS 10,2021,13/03/2021,13,Sábado,Feminino,25,Superior Incompleto,Não Informada
AIS 19,2021,13/03/2021,14,Sábado,Feminino,25,Alfabetizado,Não Informada
AIS 16,2021,13/03/2021,15,Sábado,Feminino,17,Ensino Fundamental Incompleto,Parda
AIS 09,2021,13/03/2021,15,Sábado,Feminino,39,Ensino Médio Completo,Não Informada
AIS 15,2021,13/03/2021,15,Sábado,Feminino,31,Ensino Médio Incompleto,Não Informada
AIS 19,2021,13/03/2021,15,Sábado,Feminino,51,Não Alfabetizado,Não Informada
AIS 21,2021,13/03/2021,16,Sábado,Feminino,26,Ensino Médio Completo,Não Informada
AIS 12,2021,13/03/2021,16,Sábado,Feminino,47,Ensino Fundamental Completo,Não Informada
AIS 08,2021,13/03/2021,16,Sábado,Feminino,49,Alfabetizado,Não Informada
AIS 04,2021,13/03/2021,16,Sábado,Feminino,37,Superior Completo,Não Informada
AIS 22,2021,13/03/2021,16,Sábado,Feminino,37,Ensino Médio Completo,Não Informada
AIS 08,2021,13/03/2021,18,Sábado,Feminino,71,Ensino Fundamental Incompleto,Não Informada
AIS 08,2021,13/03/2021,18,Sábado,Feminino,30,Ensino Médio Completo,Não Informada
AIS 11,2021,13/03/2021,18,Sábado,Feminino,73,Ensino Fundamental Completo,Não Informada
AIS 08,2021,13/03/2021,18,Sábado,Feminino,26,Ensino Médio Completo,Não Informada
AIS 13,2021,13/03/2021,19,Sábado,Feminino,44,Ensino Médio Incompleto,Não Informada
AIS 13,2021,13/03/2021,19,Sábado,Feminino,15,Ensino Fundamental Completo,Não Informada
AIS 22,2021,13/03/2021,19,Sábado,Feminino,31,Ensino Médio Completo,Não Informada
AIS 13,2021,13/03/2021,19,Sábado,Feminino,27,Ensino Médio Incompleto,Parda
AIS 24,2021,13/03/2021,19,Sábado,Feminino,28,Ensino Médio Incompleto,Não Informada
AIS 01,2021,13/03/2021,19,Sábado,Feminino,51,Superior Incompleto,Não Informada
AIS 01,2021,13/03/2021,19,Sábado,Feminino,33,Superior Incompleto,Não Informada
AIS 01,2021,13/03/2021,19,Sábado,Feminino,27,Ensino Médio Completo,Não Informada
AIS 11,2021,13/03/2021,19,Sábado,Feminino,31,Ensino Fundamental Completo,Não Informada
AIS 21,2021,13/03/2021,19,Sábado,Feminino,40,Alfabetizado,Branca
AIS 15,2021,13/03/2021,19,Sábado,Feminino,17,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,13/03/2021,19,Sábado,Feminino,21,Ensino Fundamental Completo,Branca
AIS 01,2021,13/03/2021,20,Sábado,Feminino,43,Alfabetizado,Não Informada
AIS 18,2021,13/03/2021,20,Sábado,Feminino,26,Ensino Médio Completo,Não Informada
AIS 12,2021,13/03/2021,20,Sábado,Feminino,27,Alfabetizado,Não Informada
AIS 19,2021,13/03/2021,20,Sábado,Feminino,72,Alfabetizado,Não Informada
AIS 14,2021,13/03/2021,20,Sábado,Feminino,28,Ensino Fundamental Completo,Branca
AIS 19,2021,13/03/2021,20,Sábado,Feminino,47,Ensino Fundamental Completo,Branca
AIS 16,2021,13/03/2021,21,Sábado,Feminino,28,Ensino Médio Completo,Não Informada
AIS 19,2021,13/03/2021,21,Sábado,Feminino,48,Ensino Médio Completo,Não Informada
AIS 14,2021,13/03/2021,21,Sábado,Feminino,35,Alfabetizado,Não Informada
AIS 10,2021,13/03/2021,21,Sábado,Feminino,45,Superior Completo,Não Informada
AIS 19,2021,13/03/2021,21,Sábado,Feminino,35,Ensino Médio Completo,Não Informada
AIS 02,2021,13/03/2021,22,Sábado,Feminino,23,Superior Incompleto,Não Informada
AIS 07,2021,13/03/2021,23,Sábado,Feminino,41,Ensino Médio Completo,Não Informada
AIS 19,2021,13/03/2021,23,Sábado,Feminino,41,Ensino Médio Completo,Não Informada
AIS 07,2021,13/03/2021,23,Sábado,Feminino,37,Alfabetizado,Não Informada
AIS 18,2021,13/03/2021,23,Sábado,Feminino,30,Ensino Fundamental Completo,Parda
AIS 17,2021,13/03/2021,23,Sábado,Feminino,46,Alfabetizado,Não Informada
AIS 18,2021,13/03/2021,23,Sábado,Feminino,31,Ensino Médio Completo,Não Informada
AIS 12,2021,14/03/2021,0,Domingo,Feminino,22,Ensino Médio Completo,Não Informada
AIS 20,2021,14/03/2021,0,Domingo,Feminino,47,Ensino Médio Incompleto,Parda
AIS 16,2021,14/03/2021,0,Domingo,Feminino,34,Ensino Médio Completo,Não Informada
AIS 18,2021,14/03/2021,2,Domingo,Feminino,51,Alfabetizado,Parda
AIS 05,2021,14/03/2021,4,Domingo,Feminino,29,Ensino Médio Completo,Branca
AIS 08,2021,14/03/2021,5,Domingo,Feminino,34,Não Informada,Não Informada
AIS 20,2021,14/03/2021,5,Domingo,Feminino,26,Ensino Fundamental Completo,Não Informada
AIS 10,2021,14/03/2021,5,Domingo,Feminino,37,Superior Completo,Branca
AIS 09,2021,14/03/2021,6,Domingo,Feminino,30,Não Informada,Não Informada
AIS 21,2021,14/03/2021,7,Domingo,Feminino,37,Ensino Fundamental Incompleto,Não Informada
AIS 02,2021,14/03/2021,8,Domingo,Feminino,32,Ensino Fundamental Completo,Não Informada
AIS 05,2021,14/03/2021,9,Domingo,Feminino,56,Alfabetizado,Não Informada
AIS 17,2021,14/03/2021,9,Domingo,Feminino,45,Alfabetizado,Não Informada
AIS 21,2021,14/03/2021,9,Domingo,Feminino,45,Superior Incompleto,Não Informada
AIS 02,2021,14/03/2021,10,Domingo,Feminino,31,Ensino Fundamental Incompleto,Não Informada
AIS 16,2021,14/03/2021,11,Domingo,Feminino,20,Ensino Médio Completo,Parda
AIS 19,2021,14/03/2021,11,Domingo,Feminino,27,Ensino Fundamental Completo,Parda
AIS 14,2021,14/03/2021,11,Domingo,Feminino,19,Superior Incompleto,Não Informada
AIS 19,2021,14/03/2021,12,Domingo,Feminino,36,Alfabetizado,Branca
AIS 07,2021,14/03/2021,12,Domingo,Feminino,47,Superior Completo,Não Informada
AIS 18,2021,14/03/2021,12,Domingo,Feminino,42,Ensino Fundamental Completo,Não Informada
AIS 14,2021,14/03/2021,13,Domingo,Feminino,42,Alfabetizado,Parda
AIS 09,2021,14/03/2021,13,Domingo,Feminino,37,Ensino Médio Completo,Parda
AIS 05,2021,14/03/2021,15,Domingo,Feminino,70,Alfabetizado,Não Informada
AIS 14,2021,14/03/2021,15,Domingo,Feminino,67,Não Alfabetizado,Parda
AIS 18,2021,14/03/2021,15,Domingo,Feminino,36,Ensino Médio Completo,Não Informada
AIS 20,2021,14/03/2021,15,Domingo,Feminino,25,Ensino Médio Incompleto,Não Informada
AIS 15,2021,14/03/2021,15,Domingo,Feminino,39,Alfabetizado,Não Informada
AIS 12,2021,14/03/2021,16,Domingo,Feminino,48,Ensino Fundamental Incompleto,Parda
AIS 08,2021,14/03/2021,16,Domingo,Feminino,43,Alfabetizado,Não Informada
AIS 17,2021,14/03/2021,16,Domingo,Feminino,28,Ensino Fundamental Incompleto,Branca
AIS 18,2021,14/03/2021,16,Domingo,Feminino,19,Ensino Médio Incompleto,Branca
AIS 19,2021,14/03/2021,16,Domingo,Feminino,30,Alfabetizado,Parda
AIS 21,2021,14/03/2021,17,Domingo,Feminino,14,Ensino Fundamental Incompleto,Não Informada
AIS 15,2021,14/03/2021,17,Domingo,Feminino,44,Alfabetizado,Não Informada
AIS 16,2021,14/03/2021,17,Domingo,Feminino,32,Ensino Fundamental Incompleto,Não Informada
AIS 25,2021,14/03/2021,17,Domingo,Feminino,31,Superior Incompleto,Não Informada
AIS 19,2021,14/03/2021,17,Domingo,Feminino,44,Ensino Fundamental Completo,Não Informada
AIS 04,2021,14/03/2021,17,Domingo,Feminino,27,Não Informada,Não Informada
AIS 15,2021,14/03/2021,17,Domingo,Feminino,37,Ensino Médio Completo,Não Informada
AIS 18,2021,14/03/2021,17,Domingo,Feminino,26,Alfabetizado,Parda
AIS 19,2021,14/03/2021,17,Domingo,Feminino,26,Ensino Fundamental Incompleto,Não Informada
AIS 13,2021,14/03/2021,18,Domingo,Feminino,45,Alfabetizado,Não Informada
AIS Não Identificada (Fortaleza),2021,14/03/2021,19,Domingo,Feminino,39,Ensino Médio Completo,Não Informada
AIS 11,2021,14/03/2021,19,Domingo,Feminino,67,Alfabetizado,Não Informada
AIS 11,2021,14/03/2021,19,Domingo,Feminino,22,Ensino Fundamental Incompleto,Parda
AIS 04,2021,14/03/2021,19,Domingo,Feminino,34,Não Informada,Não Informada
AIS 04,2021,14/03/2021,19,Domingo,Feminino,37,Superior Completo,Não Informada
AIS 20,2021,14/03/2021,19,Domingo,Feminino,56,Não Informada,Não Informada
AIS 14,2021,14/03/2021,20,Domingo,Feminino,75,Alfabetizado,Não Informada
AIS 24,2021,14/03/2021,20,Domingo,Feminino,33,Alfabetizado,Não Informada
AIS 02,2021,14/03/2021,20,Domingo,Feminino,24,Ensino Fundamental Incompleto,Não Informada
AIS 14,2021,14/03/2021,20,Domingo,Feminino,33,Alfabetizado,Parda
AIS 19,2021,14/03/2021,21,Domingo,Feminino,42,Não Alfabetizado,Parda
AIS 18,2021,14/03/2021,21,Domingo,Feminino,28,Ensino Médio Completo,Não Informada
AIS 13,2021,14/03/2021,22,Domingo,Feminino,56,Superior Completo,Não Informada
AIS 04,2021,14/03/2021,22,Domingo,Feminino,47,Ensino Médio Completo,Branca
AIS 17,2021,14/03/2021,22,Domingo,Feminino,35,Ensino Fundamental Completo,Não Informada
AIS Não Identificada (Fortaleza),2021,14/03/2021,22,Domingo,Feminino,24,Ensino Fundamental Incompleto,Não Informada
AIS Não Identificada (Fortaleza),2021,14/03/2021,22,Domingo,Feminino,36,Ensino Médio Completo,Parda
AIS 09,2021,14/03/2021,23,Domingo,Feminino,26,Alfabetizado,Branca
AIS 08,2021,15/03/2021,0,Segunda,Feminino,29,Não Informada,Não Informada
AIS 15,2021,15/03/2021,6,Segunda,Feminino,47,Alfabetizado,Não Informada
AIS 20,2021,15/03/2021,7,Segunda,Feminino,53,Ensino Médio Completo,Não Informada
AIS 04,2021,15/03/2021,8,Segunda,Feminino,78,Alfabetizado,Não Informada
AIS 23,2021,15/03/2021,8,Segunda,Feminino,46,Ensino Fundamental Completo,Não Informada
AIS 23,2021,15/03/2021,8,Segunda,Feminino,38,Ensino Médio Completo,Não Informada
AIS 13,2021,15/03/2021,8,Segunda,Feminino,31,Superior Incompleto,Não Informada
AIS 11,2021,15/03/2021,9,Segunda,Feminino,26,Ensino Médio Incompleto,Parda
AIS 20,2021,15/03/2021,9,Segunda,Feminino,26,Alfabetizado,Não Informada
AIS 14,2021,15/03/2021,10,Segunda,Feminino,37,Superior Completo,Não Informada
AIS 14,2021,15/03/2021,10,Segunda,Feminino,Não Informada,Superior Completo,Não Informada
AIS 09,2021,15/03/2021,11,Segunda,Feminino,59,Ensino Fundamental Incompleto,Não Informada
AIS 15,2021,15/03/2021,11,Segunda,Feminino,24,Ensino Médio Completo,Não Informada
AIS 23,2021,15/03/2021,11,Segunda,Feminino,39,Alfabetizado,Não Informada
AIS 18,2021,15/03/2021,11,Segunda,Feminino,17,Ensino Médio Completo,Branca
AIS 18,2021,15/03/2021,11,Segunda,Feminino,37,Superior Incompleto,Branca
AIS 18,2021,15/03/2021,11,Segunda,Feminino,17,Ensino Médio Completo,Branca
AIS 18,2021,15/03/2021,11,Segunda,Feminino,37,Superior Incompleto,Branca
AIS 14,2021,15/03/2021,11,Segunda,Feminino,26,Ensino Médio Incompleto,Parda
AIS 02,2021,15/03/2021,12,Segunda,Feminino,25,Ensino Médio Incompleto,Não Informada
AIS 03,2021,15/03/2021,12,Segunda,Feminino,38,Ensino Médio Completo,Não Informada
AIS 14,2021,15/03/2021,12,Segunda,Feminino,46,Ensino Fundamental Completo,Não Informada
